tweet,location,Airline,Class
اسواء خطوط والرحله تفوتك وانت قدام البوابه وماينادون ولاينبهون الا مره,المملكة العربية السعودية,Fly Adeal,Negative
"وصلت الي ابها قبل قليل ولم تصل حقيبتي
رقم الرحله ولا يوجد سيستم لكم في المطار وتواصل المطار هنا مع قسم التحميل لكم في جده وابلغوهم بان الشنطه تم شحنها علي الرحله
ما الحل", K.S.A  jeddah  جدة ,Fly Adeal,Negative
"ليه مافي عندكم رحلات لكاس العالم الي يروح ٣ ايام ويرجع
الخيارات فقط المتاحه لي يروح ويرجع بنفس اليوم",Riyadh,Fly Adeal,Negative
"وقت الاقلاع تحس الطياره بتطيح وتموت
هذا غير ان ركبتك خاشه بالمرتبه الي قدامك طول الوقت
بسي ابو ٢٥ يبيعونه ب١٤ وتطلبه ويجيك حار
تجربه سيءه ولا راح تكر",المملكة العربية السعودية,Fly Adeal,Negative
وش نسوي لانه ارخص طيران,,Fly Adeal,Positive
معطيتهم ياها من خمس سنوات يبي لهم يشوفون حل ويعلمون المضيفين كيف يحترمون العميل وبرضوا يشوفون حل لمقاعدهم,بيتنا,Fly Adeal,Negative
فاشلين بس الاسعار,,Fly Adeal,Negative
انشهد اسواء طيران علي وجه الارض,"جدة, المملكة العربية السعودية",Fly Adeal,Negative
تصعيد مبر الاسوء اتفق معك,,Fly Adeal,Negative
"السلام عليكم ليش عندكم السرقه عيني عينك يعني الواحد ينام عند كاونتر الحجز عشان يضمن ان فلوسه ما تروح نجي قبل الاقلام بساعه ونص وتروح علينا الرحله اجل متي نجي عاد ولا هي سرقه بطريقه رسميه 
شوفولكم حل في سياستك الخايسه ولا رجعولنا فلوسنا",,Fly Adeal,Negative
طيران سي جدا مره الاسره مسافرين في المطار وصلو البوابه لصعود الطاءره قبل ١٥ دقيقه رفضوا يركبوهم ومارجعوا رسوم الحجز ولا رضوا يعدلوها,,Fly Adeal,Negative
اتفق طيران السعوديه اطلق,باريس,Fly Adeal,Negative
شكل الخدمه عندهم ماش,,Fly Adeal,Negative
اسواء طيران ومعامله الموظفين سيءه ولا تليق بخدمه العملاء في مطار الملك خالد بالرياض لاول مره موظف يقولي الابتوب يعتبر شنطه الغريب في الامر في رحله الذهاب عادي علي كل حال باذن اله هذه اخر مره اقطع معكم ولا اوصي اي حد يسافر عن طريقكم,"Taif, Kingdom of Saudi Arabia",Fly Adeal,Negative
ليش ما في استرجاع مبلغ وش هالسياسه,,Fly Adeal,Negative
"لاسف الطيران كان اقتصادي والان تلاعب بالاسعار 
 معقوله رحله الدمام ابها ريال 
اغلي من الرحلات الدوليه",المملكة العربية السعودية,Fly Adeal,Negative
هذا هو الواقع مع الاسف لم اجد اي تعامل مرن في الحجوزات اما ان تسافر او لا وفي الحالتين ستخسر المبلغ كاملا,المملكة العربية السعودية,Fly Adeal,Negative
فريقكم يقول منوع تغير الوجه منوع الاحتفاظ بالسعر كرصيد منوع تغير الاسماء,لا تنسوني من دعائكم♥️♥️♥️,Fly Adeal,Negative
"تغير وجهات و ادفع الفرق لا
طيب اغير الاسماء وابيع التذكره لا
طيب اكنسل الرحله واحتفظ بها كرصيد احجز مره ثانيه لاي مكان وادفع الفرق لا
طيب خذو نص سعر التذكره واحتفظ بالباقي رصيد لبعدين وادفع الناقص لا

وين الانصاف طيب وانتو حتي حق قاروره الماء تحسبوه

طيراناديل",لا تنسوني من دعائكم♥️♥️♥️,Fly Adeal,Negative
شكرا لكم علي التجاوب طيران اديل,"جدة, المملكة العربية السعودية",Fly Adeal,Positive
عندي مشكله بالدفع اريد ان اتاكد هل تم الدفع او لا زال معلق,,Fly Adeal,Negative
عطوني حل ولا رجعو فلوسي واحجز عن طريق انا تم دفع المبلغ وحجز الرحله والان تقولو عندنا مشكله ابغا حل عندي اجازه ابغا اسافر عند الاهل او رجعو فلوسي و انا بحجز من الخطوط السعوديه ولا اديل,"جدة, المملكة العربية السعودية",Fly Adeal,Negative
حصل امر غير مقبول من طيران اديل الرحله رقم ٢٣٢ المتجه من المدينه الي الرياض باخذ شنطنا منا علي مدخل الطاءره وشحنها في العفش بحجه ان المقصوره متليه وادخل اجدها فاضيه ومن بعدي يدخل بشنطه هل من تبرير,,Fly Adeal,Negative
حجزت وما وصلني رقم الحجز حتي رقم سداد ما فيه ولما اجي احجز مره ثانيه يطلع لي اني حاجز ع نفس الرحله مكن اعرف المشكله,الدمام,Fly Adeal,Negative
السلام عليكم احاول انهاء اجراءات السفر بكل اسف غير مكن لا عن طريق الموقع ولا التطبيق ولا يتم الرد حتي علي الاتصال فهل من مجيب او مساعده,"Riyadh, Kingdom of Saudi Arabia",Fly Adeal,Negative
اوسخ طيران,,Fly Adeal,Negative
فريقكم الفاشل يا فاشلين من امس ما يردو علي احد وموقعكم مضروب ما يقبل الدفع وانتو اساسا رايحين فيها,"Khamis Mushait, Kingdom of Saudi Arabia",Fly Adeal,Negative
اوصخ شركه طيران مكن تعامل معهم لا مكتب لهم في المطار وخدمه العملاء يعرفوا يحلو مشكلتك باي وجه حق ما ترجعوا المبلغ او تاجلوا لي الرحله اذا كان المشكله من عندكم حسبي اله عليكم,المملكة العربية السعودية,Fly Adeal,Negative
السلام عليكم الدوله جزاها اله خير جهزتلنا القطارات عشان نتنقل بين المدن لكن ايش فاءده اني احجز مقعدي فالقطار عشان اروح من جده لمكه وفالاخير تاخر رحلتي من الرياض لجده لاسباب غير معروفه وتروح عليا رحله القطار وساءل النقل وجدت لخدمتنا وليس لزياده مصايبنا,saudi arabia-Makkah,Fly Adeal,Negative
رحلتي بكره وباقطع البوردنق والموقع فيه مشكله اش الحل,"جدة, المملكة العربية السعودية",Fly Adeal,Negative
لم يتم تحميل بطاقه صعود الطاءره من خلال التطبيق,,Fly Adeal,Negative
لاسف تم الرد بعد السفر من طرفكم الاخوه في اداره المطار ردوا اسرع منكم ماقصروا شكرا,,Fly Adeal,Negative
احلي صديق,saudi,Fly Adeal,Positive
طيران فاشل واسعال خياليه علي مراتب الدسن,,Fly Adeal,Negative
اريد الغاء حجز ويشترط ان اكون مريضا احاول تعديل مطار الانطلاق ولا يقبل الحلول لديكم صعبه وصارمه مع الاسف اضطر لعدم السفر وخساره ٪ من مبلغ التذاكر دون حلول,المملكة العربية السعودية,Fly Adeal,Negative
مافيه فايده فيهم,المملكة العربية السعودية,Fly Adeal,Negative
كيف اطلع البوردنق,,Fly Adeal,
هل يلزم مشايه الاطفال والهزاز حجز امتعه ولا تشحن مع الاحقبه عادي,,Fly Adeal,
مشايه الاطفال والهزاز هل تشحن مع الشنطه ولا لازم حجز لها مع الشنطه,,Fly Adeal,
اسوء طيران,,Fly Adeal,Negative
اسوا خدمه عملاء تقابلني,Khartoum North,Fly Adeal,Negative
"كلنا امل في في مراعاه فارق السعر بين الرحلات المغادره من مطار نجران وبقيه المطارات الاخري 
ايضا نتمني من وكذلك تسير رحلات مباشره من نجران الي جده شاكرين ومقدرين لجميع ذلك",,Fly Adeal,Negative
طيران سي جدا,,Fly Adeal,Negative
اه تاخذون فلوس الركاب ظلما وبهتان وتشترون تذاكر اله لا يسامحكم ولا يبيحكم,,Fly Adeal,Negative
"عندي حجز واحاول اقص البوردنق مافي امل
وادق علي خدمه العملاء مايريدون ساعه واله علي الخط",,Fly Adeal,Negative
يسعد مساءكم بحاول احجز من دبي الي الرياض ما ظبطت معايا ولا مره عند الدفع والصفحه مابتحمل نرجو المساعده والتوضيح الاسباب,,Fly Adeal,Negative
لي فوق ساعتين ابي اعدل جدول رحله بسب خالك وفاه ومل خدمه عملاء اسواء من الثانيه الموقع سي وخدمه العملاء سيءه و تطبيق المطار الي حجزت منه سي ابي اعدل رحله ياهوه,,Fly Adeal,Negative
نحتاج اضافه رحلات الرحلات الي باسعار غير معقوله انهكتنا اسعارها فمابالك بمن لايملك وظيفه واذا قارنت اسعارها بالمناطق الثانيه الفارق كبير,نجران,Fly Adeal,Negative
خافو اله باسعاركم,,Fly Adeal,Negative
كانت غاليه شوي وبعدين صارت ارخص شوي,"تبوك, المملكة العربية السعودية",Fly Adeal,Positive
